,beer,rec_beer,distance
280,251,358361,1.4142135623730951
281,251,169964,1.5
282,251,271470,2.0
283,251,1478,2.0
284,251,315443,2.0
285,251,1168,2.0
286,251,46389,2.00249843945008
287,251,17334,2.009975124224178
288,1168,1478,2.0
289,1168,251,2.0
290,1168,271470,2.0
291,1168,358361,2.0
292,1168,315443,2.0
293,1168,46389,2.00249843945008
294,1168,17334,2.009975124224178
295,1168,229826,2.0223748416156693
296,1168,718172,2.039607805437113
297,1478,271470,2.0
298,1478,251,2.0
299,1478,1168,2.0
300,1478,358361,2.0
301,1478,315443,2.0
302,1478,46389,2.00249843945008
303,1478,17334,2.009975124224178
304,1478,229826,2.0223748416156693
305,1478,718172,2.039607805437113
306,2516,899802,2.457641145488903
307,2516,613981,2.457641145488903
308,2516,401367,2.5
309,2516,1478,2.5
310,2516,135361,2.609597670139978
311,2516,784135,2.6457513110645907
312,2516,229310,2.685144316419511
313,2516,252000,2.685144316419511
314,2516,906974,2.821347195933177
315,4007,94499,0.09999999999995453
316,4007,35424,2.609597670139978
317,4007,814374,2.821347195933177
318,4007,199453,2.8301943396169795
319,4007,401367,2.8301943396169795
320,4007,135361,2.844292530665579
321,4007,899802,2.8565713714171395
322,4007,784135,2.8565713714171395
323,4007,613981,2.8565713714171395
324,12775,553454,1.4142135623730951
325,12775,622701,1.4142135623730951
326,12775,708686,1.4142135623730951
327,12775,718172,1.4177446878757818
328,12775,500620,1.4282856857085708
329,12775,271470,1.5
330,12775,143730,1.5
331,12775,550283,2.0
332,12775,229826,2.009975124224178
333,17334,229826,1.4177446878757842
334,17334,46389,2.00249843945008
335,17334,315443,2.009975124224178
336,17334,1168,2.009975124224178
337,17334,718172,2.009975124224178
338,17334,251,2.009975124224178
339,17334,358361,2.009975124224178
340,17334,271470,2.009975124224178
341,17334,1478,2.009975124224178
342,35424,552713,2.0223748416156693
343,35424,748591,2.1189620100417086
344,35424,730796,2.449489742783178
345,35424,72025,2.4515301344262537
346,35424,986319,2.467792535850614
347,35424,621308,2.467792535850614
348,35424,764554,2.5
349,35424,4007,2.609597670139978
350,35424,94499,2.6457513110645907
351,46389,315443,2.00249843945008
352,46389,251,2.00249843945008
353,46389,1168,2.00249843945008
354,46389,358361,2.00249843945008
355,46389,1478,2.00249843945008
356,46389,271470,2.00249843945008
357,46389,17334,2.00249843945008
358,46389,229826,2.0099751242241797
359,46389,718172,2.0223748416156693
360,72025,730796,2.00249843945008
361,72025,621308,2.0099751242241797
362,72025,35424,2.4515301344262537
363,72025,986319,2.457641145488903
364,72025,552713,2.481934729198172
365,72025,748591,2.521904042583699
366,72025,46389,2.8284271247461903
367,72025,315443,2.830194339616982
368,72025,358361,2.830194339616982
369,86387,667364,2.0
370,86387,614833,2.0
371,86387,748613,2.8284271247461903
372,86387,550283,2.8284271247461903
373,86387,553454,2.8284271247461903
374,86387,906973,2.8284271247461903
375,86387,814374,2.8284271247461903
376,86387,708686,2.8284271247461903
377,86387,764554,2.8284271247461903
378,94499,4007,0.09999999999995453
379,94499,35424,2.6457513110645907
380,94499,401367,2.8284271247461903
381,94499,199453,2.8284271247461903
382,94499,899802,2.844292530665579
383,94499,613981,2.844292530665579
384,94499,135361,2.8565713714171417
385,94499,814374,2.8722813232690143
386,94499,2516,2.8722813232690143
387,124756,221535,0.29999999999999977
388,124756,268685,2.009975124224178
389,124756,444742,2.0223748416156684
390,124756,633978,2.154065922853801
391,124756,143730,3.0397368307141326
392,124756,500620,3.226453160980335
393,124756,179028,3.352610922848042
394,124756,553454,3.3600595232822883
395,124756,550283,3.3600595232822883
396,135361,613981,2.1189620100417113
397,135361,899802,2.1189620100417113
398,135361,784135,2.4515301344262537
399,135361,252000,2.457641145488903
400,135361,229310,2.457641145488903
401,135361,401367,2.4819347291981737
402,135361,906974,2.5000000000000013
403,135361,634182,2.521904042583698
404,135361,2516,2.609597670139978
405,143730,708686,0.5
406,143730,550283,1.5
407,143730,12775,1.5
408,143730,500620,2.0223748416156684
409,143730,622701,2.0615528128088303
410,143730,553454,2.0615528128088303
411,143730,718172,2.0880613017821097
412,143730,633978,2.23606797749979
413,143730,271470,2.23606797749979
414,169964,199453,1.5
415,169964,251,1.5
416,169964,358361,2.0615528128088303
417,169964,401367,2.5
418,169964,1478,2.5
419,169964,1168,2.5
420,169964,271470,2.5
421,169964,315443,2.5
422,169964,46389,2.521904042583698
423,179028,748613,2.0615528128088303
424,179028,906973,2.0615528128088303
425,179028,764554,2.5
426,179028,986319,2.5475478405714
427,179028,634182,2.6457513110645907
428,179028,906974,2.685144316419511
429,179028,252000,2.821347195933177
430,179028,229310,2.821347195933177
431,179028,143730,2.8284271247461903
432,199453,251,1.0
433,199453,169964,1.5
434,199453,358361,1.7320508075688772
435,199453,271470,2.23606797749979
436,199453,1168,2.23606797749979
437,199453,1478,2.23606797749979
438,199453,315443,2.23606797749979
439,199453,46389,2.282542442102666
440,199453,17334,2.3323807579381213
441,219102,493355,2.0
442,219102,730320,2.0
443,219102,444742,3.2015621187164243
444,219102,268685,3.4641016151377544
445,219102,124756,3.5832945734337835
446,219102,633978,3.605551275463989
447,219102,221535,3.774917217635375
448,219102,143730,4.69041575982343
449,219102,500620,4.742362280551751
450,221535,124756,0.29999999999999977
451,221535,444742,2.0
452,221535,268685,2.0615528128088303
453,221535,633978,2.0615528128088303
454,221535,143730,2.8722813232690143
455,221535,500620,3.0397368307141326
456,221535,12775,3.1622776601683795
457,221535,622701,3.1622776601683795
458,221535,550283,3.1622776601683795
459,229310,252000,1.4142135623730951
460,229310,764554,1.6763054614240216
461,229310,784135,2.002498439450078
462,229310,906974,2.0223748416156693
463,229310,634182,2.039607805437115
464,229310,718172,2.154065922853802
465,229310,613981,2.1931712199461297
466,229310,899802,2.1931712199461297
467,229310,748613,2.1931712199461315
468,229826,17334,1.4177446878757842
469,229826,621308,2.0
470,229826,718172,2.00249843945008
471,229826,553454,2.009975124224178
472,229826,622701,2.009975124224178
473,229826,12775,2.009975124224178
474,229826,46389,2.0099751242241797
475,229826,1168,2.0223748416156693
476,229826,251,2.0223748416156693
477,444742,633978,0.5
478,444742,221535,2.0
479,444742,124756,2.0223748416156684
480,444742,268685,2.0615528128088303
481,444742,500620,2.289104628451919
482,444742,622701,2.449489742783178
483,444742,553454,2.449489742783178
484,444742,143730,2.5
485,444742,718172,2.531797780234432
486,176,31623,2.5337718918665124
487,176,64605,2.7874719729513915
488,176,130347,2.9966648127512316
489,176,6117,3.0049958402679926
490,176,95108,3.3734255586829764
491,176,110514,3.448187929911139
492,176,133069,3.5818989377167383
493,176,91678,3.678314831553702
494,176,21245,3.718870796355689
495,2204,47,4.640043103276172
496,2204,1189,5.8821764679094315
497,2204,1088,6.763135367580891
498,2204,424,7.447818472653712
499,2204,4934,18.432308591192026
500,2204,1039,39.08017400167473
501,2204,48,39.29681920971664
502,2204,168,51.33205626117058
503,2204,85,62.115215527274906
504,161,2438,2.498499549716751
505,161,103,4.572745346060305
506,161,355,4.705316142402736
507,161,2142,5.045790324619222
508,161,39397,5.52268050858836
509,161,116174,5.607138307545491
510,161,38879,5.779273310716935
511,161,2176,5.980802621723829
512,161,235,6.570388116384412
513,6861,38244,3.7643060449647723
514,6861,3954,3.806573262133633
515,6861,38110,4.376071297410873
516,6861,10325,4.551922670693348
517,6861,7086,4.99499749749221
518,6861,7862,5.774080013287917
519,6861,353,6.131883886690965
520,6861,36706,6.670832032054441
521,6861,547,7.414849964765395
522,4754,7531,3.0265491900993124
523,4754,423,4.236744032864346
524,4754,74651,4.3069710934702545
525,4754,702,4.8928519290902655
526,4754,557,4.991993589743672
527,4754,817,5.4092513345202695
528,4754,23899,5.799137866959593
529,4754,813,6.480740698416842
530,4754,61147,7.066116330775429
531,35827,14050,2.3643180835066393
532,35827,2268,2.716615541442082
533,35827,116949,2.9966648127560878
534,35827,5112,3.1048349392542542
535,35827,99593,3.4942810419300634
536,35827,10310,3.6290494623265754
537,35827,82862,3.6414282912079035
538,35827,24423,3.6551333765014835
539,35827,4636,3.675595189899088
540,7982,7710,2.4899799196117725
541,7982,76998,3.0083217913060043
542,7982,43153,3.176476034866912
543,7982,34978,3.1921779399119554
544,7982,98885,3.2062439083806367
545,7982,113,3.2326459750597265
546,7982,2358,3.3526109228553342
547,7982,85026,3.505196142868852
548,7982,1578,3.542597916782027
549,26292,7537,2.884441020377447
550,26292,16684,3.3211443810829477
551,26292,2583,3.691882988395577
552,26292,56066,3.71214223865396
553,26292,8635,3.8105117766501553
554,26292,3222,4.063249930775992
555,26292,56215,4.074309757493387
556,26292,11185,4.089009660048758
557,26292,7487,4.110960958218185
558,2227,5129,3.8091993909494044
559,2227,337,4.475488800123171
560,2227,45728,4.7560487802371565
561,2227,18691,5.0467811523696815
562,2227,6225,5.243329095139347
563,2227,545,5.4175640282304665
564,2227,8975,5.619608527292297
565,2227,1593,5.6947344099558155
566,2227,3922,5.8258046654470075
567,68857,671,3.072458299147822
568,68857,4142,3.2619012860576984
569,68857,13753,3.272613634393916
570,68857,2314,3.5028559776300576
571,68857,3786,4.044749683233207
572,68857,36648,4.148493702537326
573,68857,73617,4.323193264240361
574,68857,34397,4.403407771259081
575,68857,3046,4.472135955002833
576,51907,78733,2.249444375826943
577,51907,5934,3.23573793746837
578,51907,106045,3.2710854467521076
579,51907,100356,3.6851051545319695
580,51907,76998,3.694590640377507
581,51907,43153,3.824918299774055
582,51907,98885,4.091454509087505
583,51907,59930,4.171330722918656
584,51907,46158,4.318564576333793
585,61449,78068,3.184336665615755
586,61449,6224,3.398529093591573
587,61449,56121,3.4813790371009934
588,61449,3736,3.548238999841542
589,61449,93000,3.5902646141970878
590,61449,40444,3.999999999996362
591,61449,99487,4.158124577255839
592,61449,86540,4.362338822233978
593,61449,28133,4.48664685483543
594,106391,36863,1.811077027619127
595,106391,55239,2.107130750578006
596,106391,73038,2.537715508096097
597,106391,10547,2.7147743920934277
598,106391,51716,2.8653097563774588
599,106391,34973,2.946183972530062
600,106391,2509,3.018277654555
601,106391,2116,3.198437118345533
602,106391,84761,3.3090784215566185
603,368,30059,2.165640782784748
604,368,20555,3.5874782229297706
605,368,13,3.694590640401139
606,368,8946,3.862641583171018
607,368,3032,3.9774363602784635
608,368,14934,5.218237250258115
609,368,110415,5.810335618544399
610,368,580,5.8395205282605795
611,368,10907,6.451356446506342
612,168,85,11.92560271014446
613,168,1039,12.850680915798382
614,168,1921,18.645642922669182
615,168,303,31.3786551655683
616,168,4934,34.08914783329583
617,168,1189,46.17683401880009
618,168,167,47.04391565335403
619,168,424,47.069204369733896
620,168,2204,51.33205626116604
621,95109,37289,2.4979991993633206
622,95109,101700,2.6568590478238834
623,95109,65882,2.9966648127560878
624,95109,120,3.292415526634755
625,95109,46092,3.304542328369195
626,95109,15233,3.4161381705053593
627,95109,107550,3.5860842154062738
628,95109,4614,3.631803959467296
629,95109,13422,3.64417343165756
630,8042,983,3.014962686330861
631,8042,91344,3.6097091295518164
632,8042,9797,4.234383071950638
633,8042,978,4.268489194082745
634,8042,50409,4.442971978303564
635,8042,52645,4.48887513749204
636,8042,2208,4.63141447076188
637,8042,4693,4.734976240702038
638,8042,6881,4.916299421311084
639,247,616,2.707397274133812
640,247,9372,3.652396473549457
641,247,38668,4.727578661432819
642,247,82862,4.849742261194777
643,247,32879,4.8856934001279235
644,247,824,5.742821606147938
645,247,50723,6.026607669328325
646,247,13530,6.085228015448463
647,247,5112,6.51152823844167
648,2342,553,3.2372828112538423
649,2342,663,3.6414282912079035
650,2342,9805,5.963220606350035
651,2342,357,6.590902821309394
652,2342,4463,6.714908785686059
653,2342,39965,7.230490993007995
654,2342,59330,7.557777451080017
655,2342,953,7.819846545795541
656,2342,65814,7.865748533995576
657,2262,951,2.7973022718546714
658,2262,1144,2.9507456684889912
659,2262,13066,3.5503380120984604
660,2262,3029,3.9898496212469317
661,2262,887,4.375488544159621
662,2262,104,4.836827472626625
663,2262,653,6.326207394640423
664,2262,2508,6.611421934817057
665,2262,14934,7.593609155079825
666,988,646,3.2378387853594166
667,988,2319,3.804681326997731
668,988,15115,3.9846706262885867
669,988,1920,4.198047165057811
670,988,819,4.7914089785806615
671,988,4060,4.971277501799805
672,988,1367,5.272911908986013
673,988,3001,5.285792277420816
674,988,545,5.417711694063694
675,2331,585,7.215954545332033
676,2331,1608,7.698701189162924
677,2331,366,14.031037025097115
678,2331,1432,15.045929682124086
679,2331,690,15.275470532861391
680,2331,405,16.246538092752406
681,2331,8837,18.17553300456669
682,2331,35488,19.600765291180448
683,2331,591,21.626603986766586
684,164,34518,9.127431182987484
685,164,31936,11.021342930876076
686,164,2323,11.614215427661499
687,164,1615,12.173742234834211
688,164,14367,12.443070360649518
689,164,13146,12.451606322076737
690,164,8829,12.680398258733744
691,164,60330,13.350280895924916
692,164,7429,13.63708179926967
693,9055,23191,2.9832867780391616
694,9055,16248,3.0413812651395404
695,9055,588,3.446737587915049
696,9055,4063,4.356604182156255
697,9055,61110,4.593473631139807
698,9055,32135,5.346026561850988
699,9055,82048,5.79137289423132
700,9055,72831,5.9525204745549045
701,9055,90997,6.032412452738603
702,114,90,4.194043395098268
703,114,817,4.7349762407051115
704,114,64608,5.173973328112412
705,114,55610,5.180733538786684
706,114,51332,5.545268253204709
707,114,87287,5.904235767653951
708,114,95757,6.283311228960521
709,114,7531,6.685805860179582
710,114,1652,6.706713054841497
711,31936,2323,2.831960451704548
712,31936,1615,3.3391615713988547
713,31936,14367,4.937610758263664
714,31936,34518,5.832666628558691
715,31936,684,5.850854638430348
716,31936,1,5.989156868884948
717,31936,13146,6.765537672643819
718,31936,8829,7.204338970368302
719,31936,11810,8.316249154511677
720,2176,2533,2.8757607689129197
721,2176,2356,4.154515615569318
722,2176,688,4.1928510586492695
723,2176,622,4.411349000031528
724,2176,2717,5.57404700375456
725,2176,74533,5.809475019311125
726,2176,40803,5.891519328663953
727,2176,118028,5.964897316804062
728,2176,2438,5.9709714452480345
729,6873,14608,3.5242020373306486
730,6873,64,3.882009788734743
731,6873,1924,4.938623289947713
732,6873,2719,5.375872022277583
733,6873,7176,5.415717865605784
734,6873,1217,5.428627819253412
735,6873,63,5.462600113496082
736,6873,16690,5.49181208710136
737,6873,50036,6.035726965313987
738,557,23899,2.5632011236079766
739,557,74651,2.6551836094900807
740,557,423,2.8124722220804936
741,557,813,2.9154759474426153
742,557,702,2.929163703178144
743,557,61147,4.4011362169325485
744,557,2406,4.790615826808684
745,557,4754,4.991993589743672
746,557,7531,5.232590180786459
747,91678,95108,2.7874719729513915
748,91678,21245,2.846049894152564
749,91678,6117,3.382306905057897
750,91678,60246,3.5651086939940346
751,91678,176,3.678314831553702
752,91678,133069,3.844476557351851
753,91678,34746,4.008740450566361
754,91678,31623,4.119465984809337
755,91678,31993,4.146082488325857
756,74630,625,2.7586228448242123
757,74630,627,2.874021572641603
758,74630,6553,3.249615361858504
759,74630,96186,3.548238999845643
760,74630,40560,3.8091993909494044
761,74630,864,3.939543120720806
762,74630,5403,4.034848200373472
763,74630,43262,4.158124577259338
764,74630,83918,4.4732538492700495
765,887,653,3.698648401772573
766,887,1144,3.900000000010149
767,887,951,3.9496835316233523
768,887,2262,4.375488544159621
769,887,14934,4.835286961495115
770,887,13066,4.997999599849702
771,887,104,5.173006862563177
772,887,3029,6.1854668376870094
773,887,2508,6.411708040772166
774,16248,23191,2.805352027830652
775,16248,9055,3.0413812651395404
776,16248,588,3.5
777,16248,61110,4.302324952854108
778,16248,32135,4.376071297410873
779,16248,4063,4.62276973253628
780,16248,72831,4.66824378111546
781,16248,82048,4.803123983409859
782,16248,4773,5.147815070487846
783,655,96681,2.872281323279147
784,655,534,3.000000000004851
785,655,11058,3.254228019058531
786,655,4559,3.438022687543698
787,655,82639,3.560898762956077
788,655,53750,3.61524549650601
789,655,86228,3.7841775856896684
790,655,7468,3.897435053981314
791,655,1179,3.948417404486855
792,51332,64608,1.923538406185291
793,51332,87287,2.467792535855802
794,51332,55610,2.535744466619816
795,51332,7844,3.819685850967828
796,51332,101699,4.272001872665578
797,51332,95757,4.563989482905773
798,51332,817,4.938623289947713
799,51332,114,5.545268253204709
800,51332,565,6.483054835494448
801,71359,4697,2.165640782771309
802,71359,11344,2.485960578929806
803,71359,116121,3.003331483534497
804,71359,67761,3.0315012782452078
805,71359,65183,3.167017524427034
806,71359,39148,3.2109188716046337
807,71359,833,3.421987726452544
808,71359,26545,3.542597916786135
809,71359,90738,3.608323710532291
810,95,2528,4.235563716930363
811,95,69933,10.249878048046378
812,95,6245,10.495237014957771
813,95,39508,10.539449701007852
814,95,15917,10.976793703080636
815,95,3658,12.50679815140252
816,95,44905,14.675489770357885
817,95,1762,19.30673457630782
818,95,1929,19.511535049809726
819,172,82791,2.364318083549723
820,172,7453,2.6076809621123096
821,172,37539,2.773084924804315
822,172,52725,2.865745976185482
823,172,3170,3.343650699450349
824,172,676,3.754996671100617
825,172,7805,3.996248240577818
826,172,7862,5.449770637381893
827,172,10325,6.141661013120838
828,2138,3221,3.318132004608815
829,2138,8565,3.5199431813615925
830,2138,18727,3.7229020937797457
831,2138,2807,4.415880433163924
832,2138,544,5.572252686295745
833,2138,16927,6.327716807807096
834,2138,4788,6.7756918465791935
835,2138,12799,7.131619731861032
836,2138,881,7.580897044536065
837,86228,53750,2.1000000000008314
838,86228,88358,2.6115129714414564
839,86228,2405,2.7568097504243787
840,86228,93237,2.861817604256329
841,86228,96681,2.917190429159572
842,86228,31103,2.9223278392369063
843,86228,73023,2.938639140823453
844,86228,4559,3.3674916480960286
845,86228,82639,3.36749164810035
846,559,2661,2.315167380555028
847,559,72831,2.837692724730901
848,559,28797,2.9154759474326326
849,559,4773,2.9325756597190664
850,559,32135,3.4539832078330974
851,559,837,4.006131893205422
852,559,82048,4.394314508550324
853,559,39047,4.542025979664411
854,559,72830,4.760252094162071
855,84021,92922,2.4839484696774217
856,84021,60490,2.613426869066378
857,84021,113590,2.9580398915547277
858,84021,103425,3.2878564445543654
859,84021,19266,3.608323710536324
860,84021,55494,3.7003378224123744
861,84021,17012,4.333589736000598
862,84021,2326,4.335896677734417
863,84021,74196,4.7560487802371565
864,167,303,16.6862218611694
865,167,1921,29.415812074453623
866,167,85,36.2925612212738
867,167,403,43.16341043060129
868,167,168,47.04391565335403
869,167,1039,59.18944162602479
870,167,32751,61.36024771788389
871,167,133,65.04828975461788
872,167,45950,72.22298803013217
873,1204,13613,2.6702059845646096
874,1204,10509,2.9715315916332616
875,1204,12661,3.3391615714075704
876,1204,40415,4.110960958221725
877,1204,2232,4.2836899981248555
878,1204,569,4.466542286820246
879,1204,65532,4.560701700392085
880,1204,335,4.6968074263267034
881,1204,85108,5.064829710861522
882,159,5107,3.879432948230158
883,159,581,4.775981574509672
884,159,8048,6.778642932012321
885,159,187,9.60728889954643
886,159,715,16.57045563645155
887,159,7859,17.677952370107135
888,159,1316,18.231291780875612
889,159,1190,18.312563993052077
890,159,16957,19.311395599494297
891,2268,14050,2.4919871588737874
892,2268,116949,2.5573423705104776
893,2268,35827,2.716615541442082
